,Age,Gender,PC+TV on weekdays,PC+TV on weekends,ScreenTime,Screen_time_exposure,Exercise,Sleeptime,Sleeping_pattern
4299,58.0,Male,4.0,8.0,5.142857142857142,High,3.0,6.857142857142858,Normal
4300,7.0,Male,4.0,9.0,5.428571428571429,High,3.0,6.571428571428571,Normal
4301,41.0,Female,1.0,10.0,3.571428571428571,High,2.0,7.428571428571429,Normal
4302,58.0,Female,2.0,6.0,3.142857142857143,High,2.0,7.857142857142858,Normal
4303,33.0,Male,1.0,5.0,2.142857142857143,Low,3.0,9.857142857142858,High
4304,9.0,Male,2.0,5.0,2.8571428571428568,High,2.0,8.142857142857142,Normal
4305,44.0,Male,4.0,9.0,5.428571428571429,High,1.0,4.571428571428571,Low
4306,65.0,Female,2.0,3.0,2.2857142857142856,Low,1.0,7.714285714285714,Normal
4307,39.0,Male,2.0,2.0,2.0,Low,3.0,10.0,High
4308,51.0,Female,1.0,4.0,1.8571428571428572,Low,1.0,8.142857142857142,Normal
4309,59.0,Female,4.0,7.0,4.857142857142858,High,2.0,6.142857142857142,Normal
4310,31.0,Male,3.0,5.0,3.571428571428571,High,3.0,8.428571428571429,Normal
4311,31.0,Male,2.0,2.0,2.0,Low,2.0,9.0,Normal
4312,8.0,Female,2.0,8.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
4313,70.0,Male,4.0,4.0,4.0,High,1.0,6.0,Normal
4314,24.0,Female,4.0,2.0,3.428571428571429,High,2.0,7.571428571428571,Normal
4315,20.0,Female,1.0,8.0,3.0,High,2.0,8.0,Normal
4316,39.0,Male,4.0,2.0,3.428571428571429,High,1.0,6.571428571428571,Normal
4317,52.0,Male,2.0,8.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
4318,64.0,Male,2.0,2.0,2.0,Low,2.0,9.0,Normal
4319,44.0,Male,3.0,10.0,5.0,High,3.0,7.0,Normal
4320,31.0,Female,2.0,6.0,3.142857142857143,High,1.0,6.857142857142858,Normal
4321,30.0,Male,2.0,8.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
4322,56.0,Female,3.0,4.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
4323,10.0,Male,2.0,6.0,3.142857142857143,High,1.0,6.857142857142858,Normal
4324,64.0,Female,1.0,6.0,2.4285714285714284,Low,3.0,9.571428571428571,High
4325,36.0,Female,3.0,4.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
4326,17.0,Male,1.0,6.0,2.4285714285714284,Low,2.0,8.571428571428571,Normal
4327,68.0,Female,2.0,5.0,2.8571428571428568,High,2.0,8.142857142857142,Normal
4328,44.0,Female,1.0,7.0,2.7142857142857144,High,3.0,9.285714285714285,Normal
4329,31.0,Female,4.0,2.0,3.428571428571429,High,3.0,8.571428571428571,Normal
4330,33.0,Male,4.0,6.0,4.571428571428571,High,1.0,5.428571428571429,Low
4331,64.0,Male,1.0,9.0,3.2857142857142856,High,1.0,6.714285714285714,Normal
4332,28.0,Male,3.0,10.0,5.0,High,2.0,6.0,Normal
4333,63.0,Female,4.0,7.0,4.857142857142858,High,2.0,6.142857142857142,Normal
4334,34.0,Female,4.0,3.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
4335,38.0,Female,2.0,5.0,2.8571428571428568,High,3.0,9.142857142857142,Normal
4336,6.0,Female,2.0,8.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
4337,49.0,Female,2.0,6.0,3.142857142857143,High,3.0,8.857142857142858,Normal
4338,29.0,Male,1.0,4.0,1.8571428571428572,Low,3.0,10.142857142857142,High
4339,34.0,Male,1.0,2.0,1.2857142857142856,Low,3.0,10.714285714285715,High
4340,10.0,Male,4.0,3.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
4341,62.0,Male,3.0,7.0,4.142857142857142,High,3.0,7.857142857142858,Normal
4342,8.0,Female,3.0,3.0,3.0,High,3.0,9.0,Normal
4343,61.0,Female,2.0,10.0,4.285714285714286,High,3.0,7.714285714285714,Normal
4344,52.0,Female,4.0,6.0,4.571428571428571,High,1.0,5.428571428571429,Low
4345,15.0,Male,3.0,2.0,2.7142857142857144,High,2.0,8.285714285714285,Normal
4346,63.0,Female,2.0,4.0,2.571428571428571,High,2.0,8.428571428571429,Normal
4347,59.0,Female,2.0,5.0,2.8571428571428568,High,2.0,8.142857142857142,Normal
4348,29.0,Male,4.0,8.0,5.142857142857142,High,1.0,4.857142857142858,Low
4349,40.0,Male,2.0,8.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
4350,58.0,Female,3.0,10.0,5.0,High,3.0,7.0,Normal
4351,24.0,Male,1.0,5.0,2.142857142857143,Low,3.0,9.857142857142858,High
4352,34.0,Male,1.0,4.0,1.8571428571428572,Low,2.0,9.142857142857142,Normal
4353,60.0,Female,3.0,3.0,3.0,High,2.0,8.0,Normal
4354,24.0,Male,2.0,8.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
4355,43.0,Male,3.0,5.0,3.571428571428571,High,3.0,8.428571428571429,Normal
4356,15.0,Male,2.0,3.0,2.2857142857142856,Low,3.0,9.714285714285715,High
4357,37.0,Male,4.0,5.0,4.285714285714286,High,1.0,5.714285714285714,Low
4358,6.0,Male,2.0,9.0,4.0,High,1.0,6.0,Normal
4359,36.0,Male,2.0,4.0,2.571428571428571,High,2.0,8.428571428571429,Normal
4360,39.0,Female,2.0,10.0,4.285714285714286,High,3.0,7.714285714285714,Normal
4361,37.0,Female,1.0,5.0,2.142857142857143,Low,3.0,9.857142857142858,High
4362,20.0,Female,1.0,7.0,2.7142857142857144,High,3.0,9.285714285714285,Normal
4363,22.0,Female,1.0,4.0,1.8571428571428572,Low,1.0,8.142857142857142,Normal
4364,63.0,Female,3.0,3.0,3.0,High,3.0,9.0,Normal
4365,39.0,Female,1.0,3.0,1.5714285714285714,Low,1.0,8.428571428571429,Normal
4366,69.0,Female,2.0,9.0,4.0,High,2.0,7.0,Normal
4367,15.0,Male,4.0,7.0,4.857142857142858,High,1.0,5.142857142857142,Low
4368,16.0,Female,2.0,10.0,4.285714285714286,High,2.0,6.714285714285714,Normal
4369,44.0,Male,1.0,5.0,2.142857142857143,Low,2.0,8.857142857142858,Normal
4370,24.0,Female,4.0,9.0,5.428571428571429,High,3.0,6.571428571428571,Normal
4371,37.0,Female,2.0,5.0,2.8571428571428568,High,3.0,9.142857142857142,Normal
4372,48.0,Male,4.0,5.0,4.285714285714286,High,1.0,5.714285714285714,Low
4373,68.0,Female,2.0,4.0,2.571428571428571,High,2.0,8.428571428571429,Normal
4374,52.0,Female,2.0,5.0,2.8571428571428568,High,3.0,9.142857142857142,Normal
4375,46.0,Male,4.0,8.0,5.142857142857142,High,2.0,5.857142857142858,Low
4376,47.0,Male,3.0,5.0,3.571428571428571,High,1.0,6.428571428571429,Normal
4377,40.0,Female,2.0,2.0,2.0,Low,3.0,10.0,High
4378,30.0,Female,4.0,8.0,5.142857142857142,High,1.0,4.857142857142858,Low
4379,6.0,Male,2.0,9.0,4.0,High,2.0,7.0,Normal
4380,42.0,Female,3.0,9.0,4.7142857142857135,High,1.0,5.2857142857142865,Low
4381,46.0,Female,4.0,10.0,5.7142857142857135,High,1.0,4.2857142857142865,Low
4382,34.0,Male,4.0,10.0,5.7142857142857135,High,3.0,6.2857142857142865,Normal
4383,60.0,Female,1.0,9.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
4384,65.0,Female,2.0,4.0,2.571428571428571,High,2.0,8.428571428571429,Normal
4385,28.0,Male,3.0,2.0,2.7142857142857144,High,3.0,9.285714285714285,Normal
4386,25.0,Female,2.0,4.0,2.571428571428571,High,2.0,8.428571428571429,Normal
4387,12.0,Female,1.0,5.0,2.142857142857143,Low,1.0,7.857142857142858,Normal
4388,45.0,Male,2.0,4.0,2.571428571428571,High,3.0,9.428571428571429,Normal
4389,17.0,Male,4.0,5.0,4.285714285714286,High,1.0,5.714285714285714,Low
4390,66.0,Female,1.0,3.0,1.5714285714285714,Low,2.0,9.428571428571429,Normal
4391,39.0,Female,1.0,9.0,3.2857142857142856,High,1.0,6.714285714285714,Normal
4392,35.0,Male,1.0,10.0,3.571428571428571,High,3.0,8.428571428571429,Normal
4393,56.0,Male,1.0,8.0,3.0,High,2.0,8.0,Normal
4394,50.0,Female,3.0,10.0,5.0,High,3.0,7.0,Normal
4395,29.0,Female,2.0,10.0,4.285714285714286,High,3.0,7.714285714285714,Normal
4396,21.0,Female,3.0,3.0,3.0,High,1.0,7.0,Normal
4397,54.0,Male,2.0,2.0,2.0,Low,3.0,10.0,High
4398,25.0,Female,1.0,9.0,3.2857142857142856,High,2.0,7.714285714285714,Normal
4399,68.0,Male,3.0,8.0,4.428571428571429,High,2.0,6.571428571428571,Normal
4400,60.0,Female,4.0,3.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
4401,53.0,Female,2.0,4.0,2.571428571428571,High,3.0,9.428571428571429,Normal
4402,38.0,Male,3.0,9.0,4.7142857142857135,High,3.0,7.2857142857142865,Normal
4403,62.0,Female,3.0,4.0,3.2857142857142856,High,1.0,6.714285714285714,Normal
4404,68.0,Male,2.0,4.0,2.571428571428571,High,2.0,8.428571428571429,Normal
4405,13.0,Male,2.0,3.0,2.2857142857142856,Low,2.0,8.714285714285715,Normal
4406,55.0,Male,3.0,8.0,4.428571428571429,High,1.0,5.571428571428571,Low
4407,42.0,Female,2.0,10.0,4.285714285714286,High,3.0,7.714285714285714,Normal
4408,53.0,Female,4.0,6.0,4.571428571428571,High,1.0,5.428571428571429,Low
4409,50.0,Male,1.0,6.0,2.4285714285714284,Low,2.0,8.571428571428571,Normal
4410,45.0,Female,3.0,3.0,3.0,High,3.0,9.0,Normal
4411,51.0,Male,4.0,3.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
4412,63.0,Female,4.0,3.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
4413,49.0,Female,1.0,2.0,1.2857142857142856,Low,1.0,8.714285714285715,Normal
4414,45.0,Female,3.0,10.0,5.0,High,3.0,7.0,Normal
4415,41.0,Male,4.0,8.0,5.142857142857142,High,2.0,5.857142857142858,Low
4416,34.0,Female,4.0,9.0,5.428571428571429,High,1.0,4.571428571428571,Low
4417,13.0,Female,2.0,8.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
4418,58.0,Male,3.0,4.0,3.2857142857142856,High,2.0,7.714285714285714,Normal
4419,36.0,Male,1.0,5.0,2.142857142857143,Low,3.0,9.857142857142858,High
4420,62.0,Female,3.0,9.0,4.7142857142857135,High,2.0,6.2857142857142865,Normal
4421,21.0,Male,2.0,10.0,4.285714285714286,High,1.0,5.714285714285714,Low
4422,8.0,Male,1.0,6.0,2.4285714285714284,Low,2.0,8.571428571428571,Normal
4423,16.0,Male,4.0,3.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
4424,60.0,Male,3.0,7.0,4.142857142857142,High,1.0,5.857142857142858,Low
4425,21.0,Male,4.0,5.0,4.285714285714286,High,3.0,7.714285714285714,Normal
4426,8.0,Female,1.0,4.0,1.8571428571428572,Low,2.0,9.142857142857142,Normal
4427,66.0,Male,3.0,6.0,3.8571428571428568,High,1.0,6.142857142857143,Normal
4428,33.0,Female,4.0,9.0,5.428571428571429,High,1.0,4.571428571428571,Low
4429,13.0,Female,1.0,9.0,3.2857142857142856,High,1.0,6.714285714285714,Normal
4430,38.0,Male,1.0,9.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
4431,38.0,Female,1.0,10.0,3.571428571428571,High,1.0,6.428571428571429,Normal
4432,50.0,Male,3.0,6.0,3.8571428571428568,High,1.0,6.142857142857143,Normal
4433,15.0,Female,3.0,10.0,5.0,High,3.0,7.0,Normal
4434,67.0,Female,2.0,8.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
4435,20.0,Male,4.0,7.0,4.857142857142858,High,3.0,7.142857142857142,Normal
4436,6.0,Male,4.0,8.0,5.142857142857142,High,3.0,6.857142857142858,Normal
4437,30.0,Male,1.0,6.0,2.4285714285714284,Low,2.0,8.571428571428571,Normal
4438,22.0,Female,2.0,4.0,2.571428571428571,High,2.0,8.428571428571429,Normal
4439,26.0,Female,3.0,8.0,4.428571428571429,High,2.0,6.571428571428571,Normal
4440,34.0,Female,2.0,9.0,4.0,High,3.0,8.0,Normal
4441,30.0,Female,3.0,5.0,3.571428571428571,High,1.0,6.428571428571429,Normal
4442,15.0,Male,3.0,5.0,3.571428571428571,High,1.0,6.428571428571429,Normal
4443,56.0,Female,2.0,8.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
4444,54.0,Female,1.0,4.0,1.8571428571428572,Low,3.0,10.142857142857142,High
4445,21.0,Male,3.0,9.0,4.7142857142857135,High,3.0,7.2857142857142865,Normal
4446,54.0,Male,2.0,5.0,2.8571428571428568,High,3.0,9.142857142857142,Normal
4447,31.0,Female,3.0,8.0,4.428571428571429,High,1.0,5.571428571428571,Low
4448,39.0,Male,2.0,3.0,2.2857142857142856,Low,3.0,9.714285714285715,High
4449,41.0,Female,3.0,10.0,5.0,High,2.0,6.0,Normal
4450,69.0,Female,2.0,10.0,4.285714285714286,High,3.0,7.714285714285714,Normal
4451,48.0,Female,1.0,5.0,2.142857142857143,Low,3.0,9.857142857142858,High
4452,52.0,Female,2.0,3.0,2.2857142857142856,Low,2.0,8.714285714285715,Normal
4453,8.0,Male,2.0,4.0,2.571428571428571,High,1.0,7.428571428571429,Normal
4454,50.0,Female,3.0,9.0,4.7142857142857135,High,1.0,5.2857142857142865,Low
4455,7.0,Male,2.0,10.0,4.285714285714286,High,1.0,5.714285714285714,Low
4456,35.0,Female,3.0,10.0,5.0,High,3.0,7.0,Normal
4457,58.0,Female,2.0,10.0,4.285714285714286,High,1.0,5.714285714285714,Low
4458,44.0,Female,4.0,5.0,4.285714285714286,High,1.0,5.714285714285714,Low
4459,13.0,Female,4.0,7.0,4.857142857142858,High,2.0,6.142857142857142,Normal
4460,14.0,Male,4.0,3.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
4461,16.0,Male,1.0,2.0,1.2857142857142856,Low,3.0,10.714285714285715,High
4462,51.0,Female,1.0,7.0,2.7142857142857144,High,2.0,8.285714285714285,Normal
4463,41.0,Female,4.0,8.0,5.142857142857142,High,2.0,5.857142857142858,Low
4464,28.0,Female,3.0,7.0,4.142857142857142,High,3.0,7.857142857142858,Normal
4465,13.0,Male,2.0,8.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
4466,68.0,Male,2.0,9.0,4.0,High,3.0,8.0,Normal
4467,8.0,Female,3.0,4.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
4468,57.0,Female,4.0,3.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
4469,7.0,Female,2.0,6.0,3.142857142857143,High,2.0,7.857142857142858,Normal
4470,35.0,Female,3.0,10.0,5.0,High,2.0,6.0,Normal
4471,62.0,Female,3.0,2.0,2.7142857142857144,High,3.0,9.285714285714285,Normal
4472,17.0,Female,4.0,6.0,4.571428571428571,High,2.0,6.428571428571429,Normal
4473,56.0,Female,3.0,6.0,3.8571428571428568,High,3.0,8.142857142857142,Normal
4474,28.0,Male,1.0,3.0,1.5714285714285714,Low,1.0,8.428571428571429,Normal
4475,42.0,Female,4.0,8.0,5.142857142857142,High,3.0,6.857142857142858,Normal
4476,67.0,Male,4.0,7.0,4.857142857142858,High,2.0,6.142857142857142,Normal
4477,33.0,Female,1.0,9.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
4478,37.0,Male,4.0,5.0,4.285714285714286,High,1.0,5.714285714285714,Low
4479,47.0,Female,3.0,7.0,4.142857142857142,High,1.0,5.857142857142858,Low
4480,63.0,Female,2.0,7.0,3.428571428571429,High,1.0,6.571428571428571,Normal
4481,24.0,Male,2.0,2.0,2.0,Low,1.0,8.0,Normal
4482,6.0,Female,3.0,6.0,3.8571428571428568,High,3.0,8.142857142857142,Normal
4483,40.0,Male,1.0,8.0,3.0,High,1.0,7.0,Normal
4484,49.0,Male,1.0,3.0,1.5714285714285714,Low,2.0,9.428571428571429,Normal
4485,18.0,Female,3.0,7.0,4.142857142857142,High,3.0,7.857142857142858,Normal
4486,66.0,Female,4.0,6.0,4.571428571428571,High,3.0,7.428571428571429,Normal
4487,21.0,Male,1.0,2.0,1.2857142857142856,Low,2.0,9.714285714285715,High
4488,70.0,Male,2.0,8.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
4489,11.0,Male,2.0,10.0,4.285714285714286,High,1.0,5.714285714285714,Low
4490,6.0,Male,1.0,6.0,2.4285714285714284,Low,2.0,8.571428571428571,Normal
4491,30.0,Female,3.0,3.0,3.0,High,1.0,7.0,Normal
4492,28.0,Female,4.0,9.0,5.428571428571429,High,2.0,5.571428571428571,Low
4493,8.0,Female,2.0,6.0,3.142857142857143,High,2.0,7.857142857142858,Normal
4494,45.0,Male,3.0,7.0,4.142857142857142,High,1.0,5.857142857142858,Low
4495,52.0,Male,2.0,2.0,2.0,Low,3.0,10.0,High
4496,24.0,Male,4.0,5.0,4.285714285714286,High,3.0,7.714285714285714,Normal
4497,17.0,Male,2.0,6.0,3.142857142857143,High,2.0,7.857142857142858,Normal
4498,9.0,Male,2.0,7.0,3.428571428571429,High,2.0,7.571428571428571,Normal
4499,61.0,Female,4.0,9.0,5.428571428571429,High,1.0,4.571428571428571,Low
4500,53.0,Female,4.0,7.0,4.857142857142858,High,2.0,6.142857142857142,Normal
4501,51.0,Male,3.0,3.0,3.0,High,1.0,7.0,Normal
4502,45.0,Female,3.0,5.0,3.571428571428571,High,1.0,6.428571428571429,Normal
4503,50.0,Female,2.0,9.0,4.0,High,1.0,6.0,Normal
4504,11.0,Female,3.0,10.0,5.0,High,3.0,7.0,Normal
4505,53.0,Male,1.0,2.0,1.2857142857142856,Low,1.0,8.714285714285715,Normal
4506,7.0,Female,3.0,3.0,3.0,High,1.0,7.0,Normal
4507,54.0,Female,4.0,10.0,5.7142857142857135,High,1.0,4.2857142857142865,Low
4508,42.0,Female,3.0,8.0,4.428571428571429,High,2.0,6.571428571428571,Normal
4509,9.0,Male,4.0,6.0,4.571428571428571,High,2.0,6.428571428571429,Normal
4510,41.0,Male,2.0,7.0,3.428571428571429,High,1.0,6.571428571428571,Normal
4511,53.0,Female,1.0,2.0,1.2857142857142856,Low,3.0,10.714285714285715,High
4512,54.0,Female,1.0,3.0,1.5714285714285714,Low,1.0,8.428571428571429,Normal
4513,31.0,Male,3.0,7.0,4.142857142857142,High,1.0,5.857142857142858,Low
4514,6.0,Male,4.0,6.0,4.571428571428571,High,3.0,7.428571428571429,Normal
4515,70.0,Male,2.0,8.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
4516,43.0,Female,2.0,6.0,3.142857142857143,High,1.0,6.857142857142858,Normal
4517,59.0,Female,2.0,4.0,2.571428571428571,High,2.0,8.428571428571429,Normal
4518,28.0,Female,2.0,10.0,4.285714285714286,High,1.0,5.714285714285714,Low
4519,33.0,Male,3.0,10.0,5.0,High,3.0,7.0,Normal
4520,15.0,Female,3.0,4.0,3.2857142857142856,High,2.0,7.714285714285714,Normal
4521,69.0,Male,1.0,9.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
4522,39.0,Female,1.0,8.0,3.0,High,2.0,8.0,Normal
4523,63.0,Female,2.0,8.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
4524,14.0,Female,4.0,2.0,3.428571428571429,High,3.0,8.571428571428571,Normal
4525,26.0,Male,1.0,2.0,1.2857142857142856,Low,1.0,8.714285714285715,Normal
4526,54.0,Female,1.0,5.0,2.142857142857143,Low,1.0,7.857142857142858,Normal
4527,14.0,Male,1.0,4.0,1.8571428571428572,Low,2.0,9.142857142857142,Normal
4528,44.0,Female,1.0,2.0,1.2857142857142856,Low,3.0,10.714285714285715,High
4529,60.0,Female,4.0,8.0,5.142857142857142,High,1.0,4.857142857142858,Low
4530,16.0,Male,2.0,9.0,4.0,High,2.0,7.0,Normal
4531,7.0,Male,4.0,5.0,4.285714285714286,High,1.0,5.714285714285714,Low
4532,10.0,Male,1.0,5.0,2.142857142857143,Low,3.0,9.857142857142858,High
4533,63.0,Female,3.0,10.0,5.0,High,2.0,6.0,Normal
4534,35.0,Female,3.0,8.0,4.428571428571429,High,1.0,5.571428571428571,Low
4535,68.0,Male,4.0,2.0,3.428571428571429,High,1.0,6.571428571428571,Normal
4536,32.0,Male,4.0,3.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
4537,55.0,Female,2.0,10.0,4.285714285714286,High,2.0,6.714285714285714,Normal
4538,54.0,Male,2.0,4.0,2.571428571428571,High,1.0,7.428571428571429,Normal
4539,14.0,Male,3.0,9.0,4.7142857142857135,High,1.0,5.2857142857142865,Low
4540,37.0,Female,4.0,10.0,5.7142857142857135,High,1.0,4.2857142857142865,Low
4541,58.0,Male,4.0,5.0,4.285714285714286,High,3.0,7.714285714285714,Normal
4542,69.0,Female,3.0,5.0,3.571428571428571,High,1.0,6.428571428571429,Normal
4543,12.0,Female,1.0,7.0,2.7142857142857144,High,2.0,8.285714285714285,Normal
4544,54.0,Male,3.0,2.0,2.7142857142857144,High,2.0,8.285714285714285,Normal
4545,7.0,Female,4.0,9.0,5.428571428571429,High,3.0,6.571428571428571,Normal
4546,18.0,Male,2.0,10.0,4.285714285714286,High,2.0,6.714285714285714,Normal
4547,17.0,Male,3.0,2.0,2.7142857142857144,High,3.0,9.285714285714285,Normal
4548,63.0,Female,2.0,5.0,2.8571428571428568,High,1.0,7.142857142857143,Normal
4549,66.0,Female,2.0,5.0,2.8571428571428568,High,1.0,7.142857142857143,Normal
4550,22.0,Male,3.0,7.0,4.142857142857142,High,2.0,6.857142857142858,Normal
4551,24.0,Male,2.0,7.0,3.428571428571429,High,2.0,7.571428571428571,Normal
4552,39.0,Male,4.0,9.0,5.428571428571429,High,2.0,5.571428571428571,Low
4553,31.0,Male,1.0,6.0,2.4285714285714284,Low,1.0,7.571428571428571,Normal
4554,56.0,Male,3.0,4.0,3.2857142857142856,High,2.0,7.714285714285714,Normal
4555,54.0,Male,1.0,7.0,2.7142857142857144,High,2.0,8.285714285714285,Normal
4556,36.0,Female,4.0,3.0,3.7142857142857144,High,3.0,8.285714285714285,Normal
4557,21.0,Male,4.0,3.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
4558,68.0,Female,3.0,8.0,4.428571428571429,High,2.0,6.571428571428571,Normal
4559,21.0,Male,4.0,2.0,3.428571428571429,High,3.0,8.571428571428571,Normal
4560,13.0,Female,3.0,4.0,3.2857142857142856,High,1.0,6.714285714285714,Normal
4561,29.0,Male,3.0,3.0,3.0,High,3.0,9.0,Normal
4562,11.0,Female,3.0,9.0,4.7142857142857135,High,3.0,7.2857142857142865,Normal
4563,25.0,Female,1.0,8.0,3.0,High,3.0,9.0,Normal
4564,48.0,Female,4.0,7.0,4.857142857142858,High,3.0,7.142857142857142,Normal
4565,34.0,Male,4.0,9.0,5.428571428571429,High,3.0,6.571428571428571,Normal
4566,55.0,Female,2.0,7.0,3.428571428571429,High,1.0,6.571428571428571,Normal
4567,25.0,Male,3.0,5.0,3.571428571428571,High,3.0,8.428571428571429,Normal
4568,12.0,Male,3.0,6.0,3.8571428571428568,High,1.0,6.142857142857143,Normal
4569,42.0,Female,4.0,7.0,4.857142857142858,High,2.0,6.142857142857142,Normal
4570,56.0,Female,4.0,4.0,4.0,High,1.0,6.0,Normal
4571,19.0,Male,3.0,8.0,4.428571428571429,High,2.0,6.571428571428571,Normal
4572,66.0,Female,3.0,9.0,4.7142857142857135,High,1.0,5.2857142857142865,Low
4573,45.0,Male,1.0,7.0,2.7142857142857144,High,2.0,8.285714285714285,Normal
4574,6.0,Female,2.0,5.0,2.8571428571428568,High,2.0,8.142857142857142,Normal
4575,56.0,Female,1.0,8.0,3.0,High,1.0,7.0,Normal
4576,14.0,Female,1.0,4.0,1.8571428571428572,Low,3.0,10.142857142857142,High
4577,59.0,Male,1.0,2.0,1.2857142857142856,Low,2.0,9.714285714285715,High
4578,51.0,Male,2.0,9.0,4.0,High,2.0,7.0,Normal
4579,43.0,Female,4.0,5.0,4.285714285714286,High,3.0,7.714285714285714,Normal
4580,51.0,Male,2.0,5.0,2.8571428571428568,High,2.0,8.142857142857142,Normal
4581,9.0,Male,3.0,9.0,4.7142857142857135,High,2.0,6.2857142857142865,Normal
4582,37.0,Male,3.0,3.0,3.0,High,1.0,7.0,Normal
4583,35.0,Female,1.0,2.0,1.2857142857142856,Low,2.0,9.714285714285715,High
4584,48.0,Male,2.0,3.0,2.2857142857142856,Low,1.0,7.714285714285714,Normal
4585,31.0,Male,2.0,2.0,2.0,Low,2.0,9.0,Normal
4586,46.0,Female,1.0,10.0,3.571428571428571,High,3.0,8.428571428571429,Normal
4587,30.0,Male,1.0,7.0,2.7142857142857144,High,3.0,9.285714285714285,Normal
4588,15.0,Male,4.0,5.0,4.285714285714286,High,1.0,5.714285714285714,Low
4589,24.0,Male,2.0,2.0,2.0,Low,2.0,9.0,Normal
4590,61.0,Female,1.0,2.0,1.2857142857142856,Low,1.0,8.714285714285715,Normal
4591,49.0,Male,2.0,6.0,3.142857142857143,High,1.0,6.857142857142858,Normal
4592,70.0,Male,4.0,5.0,4.285714285714286,High,1.0,5.714285714285714,Low
4593,44.0,Male,2.0,9.0,4.0,High,3.0,8.0,Normal
4594,55.0,Male,2.0,2.0,2.0,Low,2.0,9.0,Normal
4595,70.0,Male,3.0,6.0,3.8571428571428568,High,3.0,8.142857142857142,Normal
4596,22.0,Male,3.0,4.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
4597,64.0,Female,3.0,2.0,2.7142857142857144,High,1.0,7.285714285714286,Normal
4598,42.0,Female,1.0,7.0,2.7142857142857144,High,2.0,8.285714285714285,Normal
4599,33.0,Female,4.0,3.0,3.7142857142857144,High,1.0,6.285714285714286,Normal
4600,32.0,Male,4.0,6.0,4.571428571428571,High,2.0,6.428571428571429,Normal
4601,58.0,Female,1.0,9.0,3.2857142857142856,High,2.0,7.714285714285714,Normal
4602,26.0,Male,4.0,6.0,4.571428571428571,High,2.0,6.428571428571429,Normal
4603,39.0,Female,4.0,7.0,4.857142857142858,High,2.0,6.142857142857142,Normal
4604,42.0,Female,4.0,2.0,3.428571428571429,High,1.0,6.571428571428571,Normal
4605,27.0,Male,3.0,8.0,4.428571428571429,High,1.0,5.571428571428571,Low
4606,39.0,Male,4.0,5.0,4.285714285714286,High,3.0,7.714285714285714,Normal
4607,46.0,Female,1.0,4.0,1.8571428571428572,Low,3.0,10.142857142857142,High
4608,17.0,Female,3.0,4.0,3.2857142857142856,High,3.0,8.714285714285715,Normal
4609,52.0,Female,4.0,8.0,5.142857142857142,High,3.0,6.857142857142858,Normal
4610,70.0,Male,1.0,4.0,1.8571428571428572,Low,3.0,10.142857142857142,High
4611,68.0,Female,2.0,5.0,2.8571428571428568,High,1.0,7.142857142857143,Normal
4612,23.0,Male,4.0,2.0,3.428571428571429,High,1.0,6.571428571428571,Normal
4613,11.0,Male,1.0,3.0,1.5714285714285714,Low,2.0,9.428571428571429,Normal
4614,48.0,Female,2.0,4.0,2.571428571428571,High,3.0,9.428571428571429,Normal
4615,23.0,Male,3.0,2.0,2.7142857142857144,High,2.0,8.285714285714285,Normal
4616,66.0,Male,1.0,10.0,3.571428571428571,High,1.0,6.428571428571429,Normal
4617,46.0,Female,3.0,9.0,4.7142857142857135,High,2.0,6.2857142857142865,Normal
4618,11.0,Female,4.0,3.0,3.7142857142857144,High,2.0,7.285714285714286,Normal
4619,59.0,Male,2.0,7.0,3.428571428571429,High,3.0,8.571428571428571,Normal
4620,69.0,Female,4.0,7.0,4.857142857142858,High,1.0,5.142857142857142,Low
4621,58.0,Female,3.0,10.0,5.0,High,1.0,5.0,Low
