,Age,Gender,PC+TV on weekdays,PC+TV on weekends,ScreenTime,Screen_time_exposure,Exercise
5962,8.0,Male,1.0,4.0,1.8571428571428572,Low,3.0
5963,35.0,Male,1.0,8.0,3.0,High,1.0
5964,23.0,Female,1.0,2.0,1.2857142857142856,Low,3.0
5965,8.0,Male,2.0,2.0,2.0,Low,1.0
5966,66.0,Female,2.0,7.0,3.428571428571429,High,1.0
5967,12.0,Male,2.0,7.0,3.428571428571429,High,1.0
5968,49.0,Male,4.0,10.0,5.7142857142857135,High,2.0
5969,59.0,Female,1.0,9.0,3.2857142857142856,High,2.0
5970,65.0,Male,4.0,9.0,5.428571428571429,High,3.0
5971,69.0,Female,3.0,8.0,4.428571428571429,High,2.0
5972,34.0,Male,2.0,5.0,2.8571428571428568,High,1.0
5973,64.0,Male,3.0,9.0,4.7142857142857135,High,1.0
5974,23.0,Male,2.0,6.0,3.142857142857143,High,1.0
5975,18.0,Female,1.0,9.0,3.2857142857142856,High,3.0
5976,7.0,Female,3.0,5.0,3.571428571428571,High,2.0
5977,38.0,Male,2.0,4.0,2.571428571428571,High,3.0
5978,48.0,Male,1.0,8.0,3.0,High,1.0
5979,49.0,Female,3.0,8.0,4.428571428571429,High,2.0
5980,33.0,Male,4.0,9.0,5.428571428571429,High,3.0
5981,66.0,Male,1.0,6.0,2.4285714285714284,Low,3.0
5982,51.0,Female,4.0,9.0,5.428571428571429,High,1.0
5983,63.0,Male,1.0,9.0,3.2857142857142856,High,1.0
5984,31.0,Male,1.0,7.0,2.7142857142857144,High,3.0
5985,66.0,Male,4.0,2.0,3.428571428571429,High,2.0
5986,10.0,Male,4.0,10.0,5.7142857142857135,High,3.0
5987,33.0,Male,4.0,10.0,5.7142857142857135,High,2.0
5988,50.0,Male,3.0,10.0,5.0,High,2.0
5989,21.0,Female,1.0,6.0,2.4285714285714284,Low,3.0
5990,25.0,Male,4.0,3.0,3.7142857142857144,High,2.0
5991,10.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
5992,17.0,Female,4.0,6.0,4.571428571428571,High,2.0
5993,63.0,Male,3.0,10.0,5.0,High,1.0
5994,41.0,Male,4.0,7.0,4.857142857142858,High,2.0
5995,48.0,Male,2.0,2.0,2.0,Low,3.0
5996,16.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
5997,21.0,Female,1.0,6.0,2.4285714285714284,Low,3.0
5998,32.0,Female,4.0,10.0,5.7142857142857135,High,3.0
5999,21.0,Female,4.0,4.0,4.0,High,3.0
6000,13.0,Male,4.0,2.0,3.428571428571429,High,3.0
6001,26.0,Male,1.0,9.0,3.2857142857142856,High,2.0
6002,22.0,Female,2.0,6.0,3.142857142857143,High,2.0
6003,61.0,Female,1.0,7.0,2.7142857142857144,High,3.0
6004,10.0,Female,2.0,8.0,3.7142857142857144,High,2.0
6005,46.0,Female,1.0,8.0,3.0,High,1.0
6006,52.0,Female,2.0,6.0,3.142857142857143,High,3.0
6007,50.0,Male,1.0,2.0,1.2857142857142856,Low,2.0
6008,12.0,Female,1.0,5.0,2.142857142857143,Low,3.0
6009,48.0,Male,4.0,8.0,5.142857142857142,High,1.0
6010,62.0,Female,2.0,4.0,2.571428571428571,High,3.0
6011,15.0,Female,1.0,5.0,2.142857142857143,Low,2.0
6012,7.0,Male,3.0,4.0,3.2857142857142856,High,1.0
6013,15.0,Female,3.0,4.0,3.2857142857142856,High,1.0
6014,40.0,Male,2.0,6.0,3.142857142857143,High,1.0
6015,63.0,Female,4.0,4.0,4.0,High,3.0
6016,42.0,Male,3.0,4.0,3.2857142857142856,High,2.0
6017,34.0,Female,2.0,2.0,2.0,Low,3.0
6018,35.0,Female,1.0,7.0,2.7142857142857144,High,3.0
6019,65.0,Female,1.0,6.0,2.4285714285714284,Low,2.0
6020,64.0,Male,2.0,4.0,2.571428571428571,High,3.0
6021,49.0,Female,3.0,7.0,4.142857142857142,High,2.0
6022,58.0,Male,4.0,8.0,5.142857142857142,High,1.0
6023,6.0,Female,1.0,4.0,1.8571428571428572,Low,3.0
6024,13.0,Male,2.0,6.0,3.142857142857143,High,2.0
6025,13.0,Male,1.0,2.0,1.2857142857142856,Low,1.0
6026,18.0,Male,1.0,8.0,3.0,High,2.0
6027,52.0,Male,1.0,4.0,1.8571428571428572,Low,1.0
6028,7.0,Male,4.0,6.0,4.571428571428571,High,1.0
6029,27.0,Female,1.0,9.0,3.2857142857142856,High,3.0
6030,58.0,Female,4.0,9.0,5.428571428571429,High,1.0
6031,61.0,Male,2.0,7.0,3.428571428571429,High,3.0
6032,28.0,Female,2.0,5.0,2.8571428571428568,High,1.0
6033,54.0,Female,2.0,10.0,4.285714285714286,High,1.0
6034,37.0,Female,4.0,8.0,5.142857142857142,High,2.0
6035,68.0,Female,2.0,5.0,2.8571428571428568,High,1.0
6036,30.0,Male,2.0,6.0,3.142857142857143,High,2.0
6037,44.0,Male,2.0,9.0,4.0,High,2.0
6038,12.0,Female,1.0,7.0,2.7142857142857144,High,2.0
6039,43.0,Female,2.0,9.0,4.0,High,1.0
6040,27.0,Male,3.0,3.0,3.0,High,3.0
6041,47.0,Female,3.0,7.0,4.142857142857142,High,1.0
6042,47.0,Male,2.0,7.0,3.428571428571429,High,2.0
6043,49.0,Female,4.0,4.0,4.0,High,1.0
6044,26.0,Female,4.0,9.0,5.428571428571429,High,2.0
6045,13.0,Female,2.0,7.0,3.428571428571429,High,3.0
6046,41.0,Female,1.0,7.0,2.7142857142857144,High,1.0
6047,27.0,Male,3.0,10.0,5.0,High,2.0
6048,25.0,Female,3.0,7.0,4.142857142857142,High,2.0
6049,19.0,Male,1.0,5.0,2.142857142857143,Low,1.0
6050,24.0,Male,1.0,6.0,2.4285714285714284,Low,3.0
6051,31.0,Male,4.0,9.0,5.428571428571429,High,3.0
6052,17.0,Female,3.0,4.0,3.2857142857142856,High,3.0
6053,15.0,Female,2.0,10.0,4.285714285714286,High,1.0
6054,55.0,Male,1.0,5.0,2.142857142857143,Low,3.0
6055,64.0,Female,4.0,3.0,3.7142857142857144,High,2.0
6056,20.0,Male,4.0,8.0,5.142857142857142,High,1.0
6057,25.0,Male,4.0,6.0,4.571428571428571,High,3.0
6058,35.0,Female,1.0,2.0,1.2857142857142856,Low,3.0
6059,26.0,Male,4.0,7.0,4.857142857142858,High,2.0
6060,42.0,Male,2.0,3.0,2.2857142857142856,Low,2.0
6061,32.0,Male,4.0,10.0,5.7142857142857135,High,2.0
6062,45.0,Male,1.0,5.0,2.142857142857143,Low,2.0
6063,43.0,Female,2.0,8.0,3.7142857142857144,High,3.0
6064,59.0,Male,3.0,7.0,4.142857142857142,High,3.0
6065,70.0,Male,1.0,4.0,1.8571428571428572,Low,2.0
6066,62.0,Female,4.0,9.0,5.428571428571429,High,1.0
6067,21.0,Female,3.0,8.0,4.428571428571429,High,1.0
6068,10.0,Female,3.0,3.0,3.0,High,2.0
6069,48.0,Male,1.0,9.0,3.2857142857142856,High,3.0
6070,67.0,Male,1.0,10.0,3.571428571428571,High,3.0
6071,42.0,Female,3.0,4.0,3.2857142857142856,High,1.0
6072,55.0,Female,3.0,8.0,4.428571428571429,High,2.0
6073,33.0,Male,3.0,10.0,5.0,High,1.0
6074,32.0,Female,2.0,9.0,4.0,High,1.0
6075,34.0,Male,2.0,3.0,2.2857142857142856,Low,3.0
6076,12.0,Male,2.0,4.0,2.571428571428571,High,2.0
6077,23.0,Female,3.0,9.0,4.7142857142857135,High,2.0
6078,36.0,Female,1.0,3.0,1.5714285714285714,Low,2.0
6079,63.0,Female,3.0,5.0,3.571428571428571,High,3.0
6080,7.0,Male,2.0,9.0,4.0,High,1.0
6081,13.0,Female,3.0,6.0,3.8571428571428568,High,1.0
6082,16.0,Female,1.0,9.0,3.2857142857142856,High,1.0
6083,52.0,Female,3.0,3.0,3.0,High,3.0
6084,17.0,Male,2.0,4.0,2.571428571428571,High,1.0
6085,49.0,Female,3.0,4.0,3.2857142857142856,High,1.0
6086,39.0,Female,4.0,6.0,4.571428571428571,High,3.0
6087,30.0,Male,4.0,2.0,3.428571428571429,High,1.0
6088,31.0,Male,4.0,10.0,5.7142857142857135,High,2.0
6089,69.0,Female,4.0,5.0,4.285714285714286,High,1.0
6090,60.0,Female,4.0,6.0,4.571428571428571,High,1.0
6091,39.0,Male,1.0,7.0,2.7142857142857144,High,3.0
6092,33.0,Female,4.0,3.0,3.7142857142857144,High,2.0
6093,14.0,Male,2.0,7.0,3.428571428571429,High,1.0
6094,55.0,Female,2.0,7.0,3.428571428571429,High,3.0
6095,46.0,Female,3.0,9.0,4.7142857142857135,High,3.0
6096,64.0,Female,1.0,3.0,1.5714285714285714,Low,1.0
6097,19.0,Female,1.0,5.0,2.142857142857143,Low,3.0
6098,67.0,Male,1.0,4.0,1.8571428571428572,Low,1.0
6099,9.0,Male,3.0,8.0,4.428571428571429,High,3.0
6100,19.0,Female,4.0,10.0,5.7142857142857135,High,1.0
6101,18.0,Female,3.0,4.0,3.2857142857142856,High,3.0
6102,25.0,Female,2.0,10.0,4.285714285714286,High,2.0
6103,40.0,Male,1.0,5.0,2.142857142857143,Low,1.0
6104,57.0,Female,4.0,9.0,5.428571428571429,High,3.0
6105,36.0,Female,3.0,9.0,4.7142857142857135,High,3.0
6106,31.0,Male,3.0,5.0,3.571428571428571,High,1.0
6107,27.0,Male,1.0,10.0,3.571428571428571,High,1.0
6108,64.0,Female,3.0,8.0,4.428571428571429,High,3.0
6109,35.0,Male,4.0,7.0,4.857142857142858,High,2.0
6110,45.0,Male,1.0,2.0,1.2857142857142856,Low,2.0
6111,43.0,Male,2.0,10.0,4.285714285714286,High,3.0
6112,40.0,Male,2.0,7.0,3.428571428571429,High,3.0
6113,10.0,Female,1.0,6.0,2.4285714285714284,Low,2.0
6114,69.0,Female,2.0,8.0,3.7142857142857144,High,3.0
6115,17.0,Male,2.0,6.0,3.142857142857143,High,3.0
6116,45.0,Male,1.0,7.0,2.7142857142857144,High,2.0
6117,43.0,Male,2.0,2.0,2.0,Low,2.0
6118,62.0,Male,2.0,4.0,2.571428571428571,High,3.0
6119,21.0,Female,2.0,6.0,3.142857142857143,High,3.0
6120,41.0,Male,2.0,9.0,4.0,High,3.0
6121,11.0,Female,3.0,7.0,4.142857142857142,High,1.0
6122,34.0,Male,3.0,6.0,3.8571428571428568,High,3.0
6123,52.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
6124,10.0,Male,2.0,2.0,2.0,Low,3.0
6125,52.0,Female,2.0,6.0,3.142857142857143,High,2.0
6126,69.0,Male,2.0,8.0,3.7142857142857144,High,3.0
6127,22.0,Female,4.0,7.0,4.857142857142858,High,2.0
6128,16.0,Male,4.0,7.0,4.857142857142858,High,1.0
6129,51.0,Female,2.0,6.0,3.142857142857143,High,3.0
6130,26.0,Male,4.0,4.0,4.0,High,3.0
6131,66.0,Male,4.0,10.0,5.7142857142857135,High,3.0
6132,56.0,Female,1.0,4.0,1.8571428571428572,Low,1.0
6133,53.0,Male,4.0,10.0,5.7142857142857135,High,1.0
6134,44.0,Female,2.0,7.0,3.428571428571429,High,2.0
6135,45.0,Male,1.0,9.0,3.2857142857142856,High,2.0
6136,43.0,Female,1.0,6.0,2.4285714285714284,Low,3.0
6137,9.0,Female,3.0,9.0,4.7142857142857135,High,2.0
6138,15.0,Male,3.0,2.0,2.7142857142857144,High,1.0
6139,35.0,Female,1.0,6.0,2.4285714285714284,Low,2.0
6140,37.0,Male,4.0,5.0,4.285714285714286,High,1.0
6141,54.0,Male,2.0,4.0,2.571428571428571,High,3.0
6142,27.0,Male,1.0,9.0,3.2857142857142856,High,3.0
6143,37.0,Male,4.0,5.0,4.285714285714286,High,1.0
6144,16.0,Male,3.0,4.0,3.2857142857142856,High,1.0
6145,52.0,Female,3.0,8.0,4.428571428571429,High,3.0
6146,28.0,Male,3.0,2.0,2.7142857142857144,High,3.0
6147,22.0,Male,3.0,5.0,3.571428571428571,High,1.0
6148,34.0,Male,2.0,4.0,2.571428571428571,High,2.0
6149,28.0,Male,3.0,4.0,3.2857142857142856,High,1.0
6150,50.0,Male,1.0,10.0,3.571428571428571,High,2.0
6151,39.0,Male,1.0,7.0,2.7142857142857144,High,2.0
6152,6.0,Male,1.0,7.0,2.7142857142857144,High,3.0
6153,35.0,Male,4.0,3.0,3.7142857142857144,High,2.0
6154,10.0,Male,3.0,8.0,4.428571428571429,High,1.0
6155,62.0,Female,4.0,5.0,4.285714285714286,High,2.0
6156,35.0,Male,1.0,8.0,3.0,High,3.0
6157,65.0,Male,1.0,2.0,1.2857142857142856,Low,3.0
6158,56.0,Male,1.0,7.0,2.7142857142857144,High,1.0
6159,9.0,Female,3.0,6.0,3.8571428571428568,High,2.0
6160,54.0,Female,4.0,5.0,4.285714285714286,High,1.0
6161,21.0,Female,3.0,4.0,3.2857142857142856,High,2.0
6162,63.0,Male,1.0,2.0,1.2857142857142856,Low,2.0
6163,37.0,Female,3.0,7.0,4.142857142857142,High,3.0
6164,17.0,Male,2.0,7.0,3.428571428571429,High,1.0
6165,6.0,Male,4.0,8.0,5.142857142857142,High,2.0
6166,22.0,Female,4.0,2.0,3.428571428571429,High,3.0
6167,66.0,Female,3.0,7.0,4.142857142857142,High,3.0
6168,43.0,Male,3.0,9.0,4.7142857142857135,High,2.0
6169,54.0,Male,3.0,6.0,3.8571428571428568,High,1.0
6170,40.0,Female,4.0,2.0,3.428571428571429,High,2.0
6171,15.0,Female,2.0,8.0,3.7142857142857144,High,1.0
6172,60.0,Female,3.0,2.0,2.7142857142857144,High,3.0
6173,49.0,Male,2.0,3.0,2.2857142857142856,Low,2.0
6174,28.0,Male,4.0,8.0,5.142857142857142,High,3.0
6175,54.0,Female,2.0,10.0,4.285714285714286,High,1.0
6176,54.0,Male,4.0,4.0,4.0,High,1.0
6177,12.0,Female,2.0,5.0,2.8571428571428568,High,3.0
6178,6.0,Male,1.0,7.0,2.7142857142857144,High,1.0
6179,56.0,Male,2.0,8.0,3.7142857142857144,High,2.0
6180,34.0,Male,4.0,10.0,5.7142857142857135,High,1.0
6181,18.0,Male,1.0,9.0,3.2857142857142856,High,1.0
6182,18.0,Male,2.0,5.0,2.8571428571428568,High,2.0
6183,14.0,Female,3.0,4.0,3.2857142857142856,High,2.0
6184,32.0,Female,4.0,5.0,4.285714285714286,High,2.0
6185,54.0,Female,1.0,4.0,1.8571428571428572,Low,3.0
6186,43.0,Female,4.0,8.0,5.142857142857142,High,2.0
6187,26.0,Male,3.0,5.0,3.571428571428571,High,3.0
6188,29.0,Female,4.0,9.0,5.428571428571429,High,3.0
6189,28.0,Male,2.0,3.0,2.2857142857142856,Low,1.0
6190,21.0,Female,1.0,8.0,3.0,High,3.0
6191,14.0,Female,1.0,10.0,3.571428571428571,High,2.0
6192,41.0,Male,3.0,6.0,3.8571428571428568,High,3.0
6193,34.0,Male,2.0,9.0,4.0,High,3.0
6194,22.0,Male,2.0,4.0,2.571428571428571,High,2.0
6195,15.0,Male,4.0,10.0,5.7142857142857135,High,2.0
6196,59.0,Male,1.0,10.0,3.571428571428571,High,1.0
6197,26.0,Female,1.0,9.0,3.2857142857142856,High,3.0
6198,57.0,Female,3.0,2.0,2.7142857142857144,High,1.0
6199,56.0,Female,4.0,10.0,5.7142857142857135,High,2.0
6200,10.0,Female,1.0,10.0,3.571428571428571,High,3.0
6201,24.0,Female,1.0,6.0,2.4285714285714284,Low,1.0
6202,70.0,Male,4.0,6.0,4.571428571428571,High,1.0
6203,45.0,Male,1.0,8.0,3.0,High,1.0
6204,14.0,Female,2.0,2.0,2.0,Low,2.0
6205,32.0,Male,1.0,4.0,1.8571428571428572,Low,1.0
6206,12.0,Female,1.0,7.0,2.7142857142857144,High,3.0
6207,28.0,Female,1.0,7.0,2.7142857142857144,High,1.0
6208,62.0,Female,3.0,6.0,3.8571428571428568,High,2.0
6209,43.0,Male,2.0,10.0,4.285714285714286,High,3.0
6210,20.0,Female,2.0,8.0,3.7142857142857144,High,3.0
6211,55.0,Male,3.0,3.0,3.0,High,2.0
6212,50.0,Male,4.0,3.0,3.7142857142857144,High,1.0
6213,24.0,Female,3.0,2.0,2.7142857142857144,High,2.0
6214,7.0,Male,1.0,8.0,3.0,High,1.0
6215,11.0,Male,3.0,6.0,3.8571428571428568,High,3.0
6216,6.0,Female,2.0,10.0,4.285714285714286,High,2.0
6217,47.0,Male,1.0,6.0,2.4285714285714284,Low,3.0
6218,50.0,Female,3.0,3.0,3.0,High,2.0
6219,40.0,Female,1.0,5.0,2.142857142857143,Low,2.0
6220,24.0,Female,4.0,10.0,5.7142857142857135,High,3.0
6221,39.0,Male,2.0,2.0,2.0,Low,1.0
6222,57.0,Female,1.0,5.0,2.142857142857143,Low,3.0
6223,49.0,Male,4.0,10.0,5.7142857142857135,High,2.0
6224,26.0,Female,3.0,9.0,4.7142857142857135,High,1.0
6225,13.0,Female,2.0,5.0,2.8571428571428568,High,1.0
6226,12.0,Male,4.0,8.0,5.142857142857142,High,3.0
6227,8.0,Male,1.0,10.0,3.571428571428571,High,2.0
6228,12.0,Male,2.0,7.0,3.428571428571429,High,1.0
6229,53.0,Male,2.0,2.0,2.0,Low,3.0
6230,49.0,Male,1.0,4.0,1.8571428571428572,Low,3.0
6231,36.0,Male,2.0,4.0,2.571428571428571,High,3.0
6232,36.0,Female,2.0,6.0,3.142857142857143,High,3.0
6233,58.0,Male,3.0,6.0,3.8571428571428568,High,2.0
6234,60.0,Female,2.0,6.0,3.142857142857143,High,2.0
6235,18.0,Male,3.0,10.0,5.0,High,3.0
6236,15.0,Male,2.0,10.0,4.285714285714286,High,3.0
6237,9.0,Male,3.0,10.0,5.0,High,3.0
6238,11.0,Male,2.0,8.0,3.7142857142857144,High,2.0
6239,13.0,Male,3.0,10.0,5.0,High,1.0
6240,17.0,Male,1.0,5.0,2.142857142857143,Low,2.0
6241,33.0,Female,3.0,2.0,2.7142857142857144,High,1.0
6242,45.0,Female,4.0,4.0,4.0,High,3.0
6243,7.0,Female,1.0,5.0,2.142857142857143,Low,3.0
6244,24.0,Male,1.0,2.0,1.2857142857142856,Low,1.0
6245,60.0,Male,3.0,6.0,3.8571428571428568,High,3.0
6246,41.0,Female,2.0,10.0,4.285714285714286,High,2.0
6247,65.0,Female,3.0,5.0,3.571428571428571,High,1.0
6248,36.0,Female,2.0,2.0,2.0,Low,1.0
6249,69.0,Female,1.0,2.0,1.2857142857142856,Low,2.0
6250,38.0,Male,4.0,8.0,5.142857142857142,High,1.0
6251,18.0,Female,3.0,9.0,4.7142857142857135,High,3.0
6252,25.0,Male,3.0,4.0,3.2857142857142856,High,3.0
6253,55.0,Male,4.0,2.0,3.428571428571429,High,1.0
6254,15.0,Male,1.0,9.0,3.2857142857142856,High,3.0
6255,53.0,Male,1.0,10.0,3.571428571428571,High,1.0
6256,29.0,Male,2.0,4.0,2.571428571428571,High,3.0
6257,63.0,Female,3.0,4.0,3.2857142857142856,High,2.0
6258,63.0,Male,1.0,10.0,3.571428571428571,High,1.0
6259,69.0,Female,2.0,8.0,3.7142857142857144,High,3.0
6260,53.0,Male,1.0,7.0,2.7142857142857144,High,2.0
6261,38.0,Male,1.0,10.0,3.571428571428571,High,2.0
6262,38.0,Female,4.0,7.0,4.857142857142858,High,3.0
6263,39.0,Female,3.0,7.0,4.142857142857142,High,2.0
6264,69.0,Male,3.0,8.0,4.428571428571429,High,1.0
6265,25.0,Male,3.0,6.0,3.8571428571428568,High,1.0
6266,26.0,Male,1.0,5.0,2.142857142857143,Low,3.0
6267,34.0,Male,3.0,7.0,4.142857142857142,High,3.0
6268,42.0,Male,2.0,10.0,4.285714285714286,High,1.0
6269,14.0,Female,3.0,4.0,3.2857142857142856,High,3.0
6270,42.0,Female,3.0,7.0,4.142857142857142,High,3.0
6271,18.0,Male,4.0,6.0,4.571428571428571,High,2.0
6272,49.0,Male,2.0,3.0,2.2857142857142856,Low,1.0
6273,50.0,Male,3.0,4.0,3.2857142857142856,High,3.0
6274,64.0,Female,2.0,5.0,2.8571428571428568,High,3.0
6275,38.0,Female,2.0,10.0,4.285714285714286,High,2.0
6276,66.0,Female,3.0,5.0,3.571428571428571,High,1.0
6277,22.0,Female,4.0,3.0,3.7142857142857144,High,2.0
6278,53.0,Female,2.0,8.0,3.7142857142857144,High,3.0
6279,64.0,Female,4.0,4.0,4.0,High,2.0
6280,67.0,Male,2.0,9.0,4.0,High,3.0
6281,61.0,Female,3.0,9.0,4.7142857142857135,High,2.0
6282,30.0,Male,3.0,2.0,2.7142857142857144,High,2.0
6283,70.0,Male,4.0,4.0,4.0,High,2.0
6284,59.0,Female,2.0,2.0,2.0,Low,3.0
6285,52.0,Male,3.0,10.0,5.0,High,2.0
6286,60.0,Female,3.0,2.0,2.7142857142857144,High,2.0
6287,42.0,Female,3.0,7.0,4.142857142857142,High,2.0
6288,58.0,Male,1.0,6.0,2.4285714285714284,Low,2.0
6289,35.0,Female,2.0,9.0,4.0,High,2.0
6290,36.0,Female,3.0,6.0,3.8571428571428568,High,3.0
6291,6.0,Female,1.0,10.0,3.571428571428571,High,1.0
6292,12.0,Female,4.0,4.0,4.0,High,1.0
6293,9.0,Male,2.0,5.0,2.8571428571428568,High,2.0
6294,15.0,Male,2.0,10.0,4.285714285714286,High,3.0
6295,33.0,Male,4.0,3.0,3.7142857142857144,High,1.0
6296,39.0,Male,4.0,3.0,3.7142857142857144,High,3.0
6297,43.0,Female,1.0,4.0,1.8571428571428572,Low,2.0
6298,6.0,Male,1.0,6.0,2.4285714285714284,Low,3.0
6299,64.0,Male,2.0,6.0,3.142857142857143,High,3.0
6300,24.0,Male,2.0,6.0,3.142857142857143,High,3.0
6301,29.0,Male,2.0,2.0,2.0,Low,1.0
6302,7.0,Female,2.0,5.0,2.8571428571428568,High,2.0
6303,69.0,Female,4.0,3.0,3.7142857142857144,High,3.0
6304,43.0,Female,3.0,2.0,2.7142857142857144,High,2.0
6305,53.0,Female,3.0,3.0,3.0,High,1.0
6306,28.0,Female,1.0,3.0,1.5714285714285714,Low,2.0
6307,40.0,Male,3.0,3.0,3.0,High,3.0
6308,63.0,Female,1.0,2.0,1.2857142857142856,Low,3.0
6309,43.0,Female,4.0,10.0,5.7142857142857135,High,1.0
6310,64.0,Male,2.0,10.0,4.285714285714286,High,2.0
6311,22.0,Female,3.0,6.0,3.8571428571428568,High,1.0
6312,30.0,Male,4.0,5.0,4.285714285714286,High,3.0
6313,12.0,Male,1.0,7.0,2.7142857142857144,High,1.0
6314,13.0,Female,3.0,4.0,3.2857142857142856,High,2.0
6315,9.0,Female,2.0,3.0,2.2857142857142856,Low,1.0
6316,17.0,Male,3.0,6.0,3.8571428571428568,High,1.0
6317,20.0,Male,3.0,4.0,3.2857142857142856,High,2.0
6318,9.0,Male,2.0,8.0,3.7142857142857144,High,2.0
6319,12.0,Female,4.0,6.0,4.571428571428571,High,1.0
6320,42.0,Female,1.0,10.0,3.571428571428571,High,3.0
6321,34.0,Male,3.0,4.0,3.2857142857142856,High,1.0
6322,58.0,Male,1.0,10.0,3.571428571428571,High,1.0
6323,32.0,Female,4.0,2.0,3.428571428571429,High,1.0
6324,70.0,Female,3.0,8.0,4.428571428571429,High,2.0
6325,54.0,Female,4.0,10.0,5.7142857142857135,High,2.0
6326,9.0,Male,3.0,4.0,3.2857142857142856,High,1.0
6327,11.0,Female,2.0,6.0,3.142857142857143,High,2.0
6328,60.0,Female,1.0,6.0,2.4285714285714284,Low,3.0
6329,8.0,Female,1.0,7.0,2.7142857142857144,High,1.0
6330,59.0,Male,3.0,3.0,3.0,High,3.0
6331,67.0,Female,2.0,8.0,3.7142857142857144,High,3.0
6332,31.0,Male,1.0,8.0,3.0,High,1.0
6333,31.0,Female,4.0,9.0,5.428571428571429,High,3.0
6334,16.0,Female,3.0,7.0,4.142857142857142,High,2.0
6335,60.0,Male,2.0,2.0,2.0,Low,1.0
6336,47.0,Female,4.0,7.0,4.857142857142858,High,3.0
6337,53.0,Female,4.0,10.0,5.7142857142857135,High,3.0
6338,9.0,Female,4.0,5.0,4.285714285714286,High,1.0
6339,28.0,Female,1.0,2.0,1.2857142857142856,Low,2.0
6340,66.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
6341,48.0,Male,4.0,10.0,5.7142857142857135,High,2.0
6342,37.0,Female,2.0,8.0,3.7142857142857144,High,3.0
6343,68.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
6344,22.0,Female,4.0,6.0,4.571428571428571,High,2.0
6345,58.0,Male,3.0,6.0,3.8571428571428568,High,1.0
6346,33.0,Male,4.0,4.0,4.0,High,3.0
6347,35.0,Female,3.0,8.0,4.428571428571429,High,1.0
6348,11.0,Male,1.0,5.0,2.142857142857143,Low,1.0
6349,59.0,Male,1.0,5.0,2.142857142857143,Low,1.0
6350,18.0,Female,2.0,4.0,2.571428571428571,High,1.0
6351,55.0,Female,3.0,8.0,4.428571428571429,High,2.0
6352,54.0,Female,4.0,6.0,4.571428571428571,High,3.0
6353,21.0,Male,2.0,9.0,4.0,High,3.0
6354,6.0,Male,3.0,9.0,4.7142857142857135,High,2.0
6355,46.0,Male,2.0,9.0,4.0,High,1.0
6356,55.0,Male,3.0,9.0,4.7142857142857135,High,1.0
6357,40.0,Female,2.0,5.0,2.8571428571428568,High,3.0
6358,12.0,Male,3.0,5.0,3.571428571428571,High,1.0
6359,43.0,Female,2.0,5.0,2.8571428571428568,High,2.0
6360,9.0,Male,3.0,10.0,5.0,High,2.0
6361,31.0,Female,2.0,6.0,3.142857142857143,High,1.0
6362,60.0,Female,4.0,10.0,5.7142857142857135,High,3.0
6363,33.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
6364,60.0,Male,3.0,6.0,3.8571428571428568,High,3.0
6365,58.0,Male,4.0,2.0,3.428571428571429,High,3.0
6366,33.0,Female,3.0,5.0,3.571428571428571,High,1.0
6367,36.0,Female,2.0,9.0,4.0,High,2.0
6368,26.0,Male,3.0,5.0,3.571428571428571,High,2.0
6369,14.0,Male,1.0,4.0,1.8571428571428572,Low,3.0
6370,58.0,Female,2.0,2.0,2.0,Low,1.0
6371,59.0,Male,3.0,10.0,5.0,High,3.0
6372,13.0,Male,1.0,6.0,2.4285714285714284,Low,2.0
6373,63.0,Male,1.0,3.0,1.5714285714285714,Low,3.0
6374,21.0,Female,2.0,10.0,4.285714285714286,High,2.0
6375,19.0,Female,3.0,7.0,4.142857142857142,High,3.0
6376,63.0,Male,3.0,10.0,5.0,High,2.0
6377,12.0,Female,1.0,4.0,1.8571428571428572,Low,3.0
6378,33.0,Female,1.0,8.0,3.0,High,1.0
6379,39.0,Female,4.0,3.0,3.7142857142857144,High,3.0
6380,70.0,Female,1.0,3.0,1.5714285714285714,Low,1.0
6381,28.0,Male,1.0,8.0,3.0,High,3.0
6382,48.0,Female,2.0,10.0,4.285714285714286,High,2.0
6383,57.0,Male,3.0,8.0,4.428571428571429,High,3.0
6384,40.0,Male,2.0,7.0,3.428571428571429,High,3.0
6385,41.0,Male,1.0,6.0,2.4285714285714284,Low,2.0
6386,15.0,Female,1.0,4.0,1.8571428571428572,Low,3.0
6387,15.0,Male,3.0,2.0,2.7142857142857144,High,3.0
6388,59.0,Male,1.0,10.0,3.571428571428571,High,1.0
6389,20.0,Male,4.0,6.0,4.571428571428571,High,1.0
6390,69.0,Female,1.0,8.0,3.0,High,3.0
6391,6.0,Male,2.0,10.0,4.285714285714286,High,1.0
6392,59.0,Male,3.0,7.0,4.142857142857142,High,3.0
6393,46.0,Female,3.0,5.0,3.571428571428571,High,3.0
6394,66.0,Male,3.0,7.0,4.142857142857142,High,1.0
6395,18.0,Female,3.0,2.0,2.7142857142857144,High,1.0
6396,15.0,Female,2.0,6.0,3.142857142857143,High,3.0
